SL %,Target %,R:R,Total,Target Hit,SL Hit,Win Rate %,Avg PnL %,Total PnL %
3.25,12.0,3.69,128,13,103,11.2,-1.26,-161.31
5.5,9.0,1.64,128,32,81,28.3,-1.264,-161.85
4.25,12.5,2.94,128,18,95,15.9,-1.269,-162.45
3.25,14.0,4.31,128,11,104,9.6,-1.275,-163.18
4.0,13.0,3.25,128,16,98,14.0,-1.284,-164.35
4.25,14.0,3.29,128,16,96,14.3,-1.284,-164.32
4.0,12.0,3.0,128,17,97,14.9,-1.284,-164.35
3.25,13.0,4.0,128,12,104,10.3,-1.286,-164.56
4.25,11.5,2.71,128,19,94,16.8,-1.287,-164.7
5.0,11.5,2.3,128,23,88,20.7,-1.29,-165.16
3.75,12.0,3.2,128,16,100,13.8,-1.293,-165.56
5.75,10.0,1.74,128,31,82,27.4,-1.296,-165.85
5.75,9.5,1.65,128,32,81,28.3,-1.298,-166.1
3.75,13.0,3.47,128,15,101,12.9,-1.299,-166.31
4.5,11.0,2.44,128,21,92,18.6,-1.302,-166.7
5.75,9.0,1.57,128,33,80,29.2,-1.307,-167.35
4.25,15.0,3.53,128,15,97,13.4,-1.309,-167.57
3.25,11.5,3.54,128,13,103,11.2,-1.311,-167.81
4.5,13.5,3.0,128,18,95,15.9,-1.314,-168.2
4.0,14.5,3.62,128,14,99,12.4,-1.328,-169.97
5.25,11.5,2.19,128,24,87,21.6,-1.331,-170.41
3.25,15.0,4.62,128,10,105,8.7,-1.331,-170.43
3.25,12.5,3.85,128,12,104,10.3,-1.332,-170.56
4.0,12.5,3.12,128,16,98,14.0,-1.346,-172.35
4.0,11.5,2.88,128,17,97,14.9,-1.35,-172.85
3.75,14.5,3.87,128,13,102,11.3,-1.353,-173.18
3.75,11.5,3.07,128,16,100,13.8,-1.356,-173.56
3.75,12.5,3.33,128,15,101,12.9,-1.358,-173.81
4.25,11.0,2.59,128,19,94,16.8,-1.361,-174.2
3.25,11.0,3.38,128,13,103,11.2,-1.362,-174.31
5.5,11.5,2.09,128,25,86,22.5,-1.368,-175.16
5.0,11.0,2.2,128,23,88,20.7,-1.38,-176.66
4.0,14.0,3.5,128,14,99,12.4,-1.383,-176.97
4.5,10.5,2.33,128,21,92,18.6,-1.384,-177.2
4.5,13.0,2.89,128,18,95,15.9,-1.384,-177.2
4.5,12.0,2.67,128,19,94,16.8,-1.396,-178.7
4.75,11.5,2.42,128,21,92,18.6,-1.4,-179.2
5.75,11.5,2.0,128,26,85,23.4,-1.402,-179.41
3.75,14.0,3.73,128,13,102,11.3,-1.404,-179.68
4.5,14.5,3.22,128,16,96,14.3,-1.409,-180.32
4.0,11.0,2.75,128,17,97,14.9,-1.417,-181.35
3.75,11.0,2.93,128,16,100,13.8,-1.418,-181.56
4.0,15.0,3.75,128,13,100,11.5,-1.422,-181.97
5.25,11.0,2.1,128,24,87,21.6,-1.425,-182.41
3.75,15.0,4.0,128,12,103,10.4,-1.449,-185.43
4.5,12.5,2.78,128,18,95,15.9,-1.455,-186.2
6.0,9.5,1.58,128,32,81,28.3,-1.456,-186.35
6.0,10.0,1.67,128,31,82,27.4,-1.456,-186.35
6.0,9.0,1.5,128,33,80,29.2,-1.464,-187.35
5.0,12.0,2.4,128,21,90,18.9,-1.466,-187.66
5.5,11.0,2.0,128,25,86,22.5,-1.466,-187.66
5.0,10.5,2.1,128,23,88,20.7,-1.47,-188.16
4.5,14.0,3.11,128,16,96,14.3,-1.471,-188.32
4.75,11.0,2.32,128,21,92,18.6,-1.482,-189.7
4.5,15.0,3.33,128,15,97,13.4,-1.499,-191.82
4.75,13.5,2.84,128,18,95,15.9,-1.5,-191.95
5.75,11.0,1.91,128,26,85,23.4,-1.503,-192.41
5.25,12.0,2.29,128,22,89,19.8,-1.507,-192.91
5.0,13.5,2.7,128,19,92,17.1,-1.509,-193.16
5.25,10.5,2.0,128,24,87,21.6,-1.519,-194.41
5.0,12.5,2.5,128,20,91,18.0,-1.521,-194.66
5.25,13.5,2.57,128,20,91,18.0,-1.542,-197.41
5.5,12.0,2.18,128,23,88,20.7,-1.544,-197.66
5.25,12.5,2.38,128,21,90,18.9,-1.56,-199.66
4.75,10.5,2.21,128,21,92,18.6,-1.564,-200.2
5.5,10.5,1.91,128,25,86,22.5,-1.564,-200.16
6.0,11.5,1.92,128,26,85,23.4,-1.568,-200.66
4.75,13.0,2.74,128,18,95,15.9,-1.57,-200.95
5.5,13.5,2.45,128,21,90,18.9,-1.572,-201.16
5.75,12.0,2.09,128,24,87,21.6,-1.577,-201.91
4.75,12.0,2.53,128,19,94,16.8,-1.58,-202.2
5.0,13.0,2.6,128,19,92,17.1,-1.583,-202.66
5.5,12.5,2.27,128,22,89,19.8,-1.595,-204.16
4.75,14.5,3.05,128,16,96,14.3,-1.596,-204.32
5.75,13.5,2.35,128,22,89,19.8,-1.597,-204.41
5.0,14.5,2.9,128,17,93,15.5,-1.6,-204.78
5.75,10.5,1.83,128,26,85,23.4,-1.605,-205.41
5.25,13.0,2.48,128,20,91,18.0,-1.62,-207.41
5.75,12.5,2.17,128,23,88,20.7,-1.626,-208.16
4.75,12.5,2.63,128,18,95,15.9,-1.64,-209.95
5.5,13.0,2.36,128,21,90,18.9,-1.654,-211.66
4.75,14.0,2.95,128,16,96,14.3,-1.659,-212.32
5.0,14.0,2.8,128,17,93,15.5,-1.666,-213.28
6.0,11.0,1.83,128,26,85,23.4,-1.669,-213.66
5.75,13.0,2.26,128,22,89,19.8,-1.683,-215.41
4.75,15.0,3.16,128,15,97,13.4,-1.688,-216.07
5.0,15.0,3.0,128,16,94,14.5,-1.69,-216.28
5.25,14.0,2.67,128,18,92,16.4,-1.698,-217.28
5.5,14.0,2.55,128,19,91,17.3,-1.725,-220.78
6.0,12.0,2.0,128,24,87,21.6,-1.747,-223.66
5.75,14.0,2.43,128,20,90,18.2,-1.748,-223.78
6.0,10.5,1.75,128,26,85,23.4,-1.771,-226.66
6.0,13.5,2.25,128,22,89,19.8,-1.771,-226.66
5.25,14.5,2.76,128,17,93,15.5,-1.781,-228.03
6.0,12.5,2.08,128,23,88,20.7,-1.798,-230.16
5.5,14.5,2.64,128,18,92,16.4,-1.807,-231.28
5.75,14.5,2.52,128,19,91,17.3,-1.828,-234.03
6.0,13.0,2.17,128,22,89,19.8,-1.857,-237.66
5.25,15.0,2.86,128,16,94,14.5,-1.873,-239.78
5.5,15.0,2.73,128,17,93,15.5,-1.897,-242.78
5.75,15.0,2.61,128,18,92,16.4,-1.916,-245.28
6.0,14.0,2.33,128,20,90,18.2,-1.924,-246.28
6.0,14.5,2.42,128,19,91,17.3,-2.006,-256.78
6.0,15.0,2.5,128,18,92,16.4,-2.096,-268.28
