Variant,SL %,Target %,R:R,Signals,Target Hit,SL Hit,Open,Win Rate %,Avg PnL %,Total PnL %,Avg Win %,Avg Loss %,Expectancy %,Profit Factor,Max Drawdown %,Calmar
First-1,3.0,12.0,4.0,128,13,103,12,11.2,-1.059,-135.56,9.31,-2.89,-1.082,0.57,-186.61,-0.73
First-1,3.0,12.5,4.17,128,12,104,12,10.3,-1.129,-144.56,9.49,-2.89,-1.152,0.54,-199.61,-0.72
First-1,3.0,13.0,4.33,128,12,104,12,10.3,-1.082,-138.56,9.82,-2.89,-1.105,0.56,-197.61,-0.7
First-1,3.0,13.5,4.5,128,12,104,12,10.3,-1.036,-132.56,10.16,-2.89,-1.058,0.58,-195.61,-0.68
First-1,3.0,14.0,4.67,128,11,104,13,9.6,-1.072,-137.18,9.9,-2.89,-1.094,0.57,-199.54,-0.69
First-1,3.0,14.5,4.83,128,11,104,13,9.6,-1.029,-131.68,10.21,-2.89,-1.051,0.58,-197.54,-0.67
First-1,3.0,15.0,5.0,128,10,105,13,8.7,-1.126,-144.18,10.25,-2.89,-1.149,0.55,-213.54,-0.68
First-1,3.25,3.5,1.08,128,62,63,3,49.6,0.088,11.32,3.45,-3.21,0.063,1.06,-83.25,0.14
First-1,3.25,4.0,1.23,128,60,65,3,48.0,0.217,27.82,3.94,-3.22,0.192,1.13,-80.75,0.34
First-1,3.25,4.5,1.38,128,55,69,4,44.4,0.188,24.05,4.37,-3.22,0.163,1.11,-86.0,0.28
First-1,3.25,5.0,1.54,128,53,71,4,42.7,0.274,35.05,4.85,-3.22,0.249,1.15,-84.0,0.42
First-1,3.25,5.5,1.69,128,45,78,5,36.6,-0.021,-2.64,5.25,-3.22,-0.046,0.99,-106.0,-0.02
First-1,3.25,6.0,1.85,128,41,82,5,33.3,-0.134,-17.14,5.69,-3.22,-0.159,0.94,-126.75,-0.14
First-1,3.25,6.5,2.0,128,39,84,5,31.7,-0.126,-16.14,6.14,-3.22,-0.151,0.94,-130.0,-0.12
First-1,3.25,7.0,2.15,128,36,86,6,29.5,-0.175,-22.34,6.45,-3.22,-0.2,0.92,-145.0,-0.15
First-1,3.25,7.5,2.31,128,35,87,6,28.7,-0.118,-15.09,6.89,-3.22,-0.143,0.95,-140.5,-0.11
First-1,3.25,8.0,2.46,128,33,89,6,27.0,-0.157,-20.09,7.3,-3.22,-0.182,0.93,-147.25,-0.14
First-1,3.25,8.5,2.62,128,28,91,9,23.5,-0.429,-54.85,7.63,-3.15,-0.453,0.82,-155.21,-0.35
First-1,3.25,9.0,2.77,128,24,94,10,20.3,-0.678,-86.75,7.93,-3.12,-0.702,0.72,-171.61,-0.51
First-1,3.25,9.5,2.92,128,23,95,10,19.5,-0.684,-87.5,8.32,-3.12,-0.708,0.72,-168.11,-0.52
First-1,3.25,10.0,3.08,128,21,97,10,17.8,-0.801,-102.5,8.65,-3.12,-0.825,0.68,-191.11,-0.54
First-1,3.25,10.5,3.23,128,15,101,12,12.9,-1.198,-153.31,8.49,-3.13,-1.222,0.54,-209.67,-0.73
First-1,3.25,11.0,3.38,128,13,103,12,11.2,-1.362,-174.31,8.62,-3.13,-1.386,0.48,-218.42,-0.8
First-1,3.25,11.5,3.54,128,13,103,12,11.2,-1.311,-167.81,8.97,-3.13,-1.335,0.5,-214.11,-0.78
First-1,3.25,12.0,3.69,128,13,103,12,11.2,-1.26,-161.31,9.31,-3.13,-1.285,0.52,-210.11,-0.77
First-1,3.25,12.5,3.85,128,12,104,12,10.3,-1.332,-170.56,9.49,-3.13,-1.357,0.5,-221.86,-0.77
First-1,3.25,13.0,4.0,128,12,104,12,10.3,-1.286,-164.56,9.82,-3.13,-1.31,0.52,-218.36,-0.75
First-1,3.25,13.5,4.15,128,12,104,12,10.3,-1.239,-158.56,10.16,-3.13,-1.263,0.54,-216.36,-0.73
First-1,3.25,14.0,4.31,128,11,104,13,9.6,-1.275,-163.18,9.9,-3.13,-1.299,0.52,-222.29,-0.73
First-1,3.25,14.5,4.46,128,11,104,13,9.6,-1.232,-157.68,10.21,-3.13,-1.256,0.54,-220.29,-0.72
First-1,3.25,15.0,4.62,128,10,105,13,8.7,-1.331,-170.43,10.25,-3.13,-1.356,0.51,-236.54,-0.72
First-1,3.5,4.0,1.14,128,64,61,3,51.2,0.325,41.57,3.94,-3.46,0.298,1.19,-81.0,0.51
First-1,3.5,4.5,1.29,128,58,66,4,46.8,0.241,30.8,4.38,-3.46,0.214,1.13,-94.0,0.33
First-1,3.5,5.0,1.43,128,56,68,4,45.2,0.334,42.8,4.86,-3.46,0.307,1.18,-92.0,0.47
First-1,3.5,5.5,1.57,128,48,75,5,39.0,0.038,4.86,5.26,-3.47,0.011,1.02,-109.5,0.04
First-1,3.5,6.0,1.71,128,44,79,5,35.8,-0.071,-9.14,5.71,-3.47,-0.099,0.97,-136.5,-0.07
First-1,3.5,6.5,1.86,128,42,81,5,34.1,-0.056,-7.14,6.16,-3.47,-0.083,0.97,-140.0,-0.05
First-1,3.5,7.0,2.0,128,39,83,6,32.0,-0.096,-12.34,6.49,-3.47,-0.124,0.96,-140.0,-0.09
First-1,3.5,7.5,2.14,128,38,84,6,31.1,-0.03,-3.84,6.93,-3.47,-0.057,0.99,-140.0,-0.03
First-1,3.5,8.0,2.29,128,36,86,6,29.5,-0.061,-7.84,7.35,-3.47,-0.088,0.97,-140.0,-0.06
First-1,3.5,8.5,2.43,128,31,88,9,26.1,-0.325,-41.6,7.7,-3.38,-0.351,0.87,-143.6,-0.29
First-1,3.5,9.0,2.57,128,27,91,10,22.9,-0.568,-72.75,8.04,-3.35,-0.595,0.77,-153.25,-0.47
First-1,3.5,9.5,2.71,128,26,92,10,22.0,-0.564,-72.25,8.44,-3.35,-0.591,0.78,-148.61,-0.49
First-1,3.5,10.0,2.86,128,24,94,10,20.3,-0.674,-86.25,8.79,-3.36,-0.7,0.74,-169.11,-0.51
First-1,3.5,10.5,3.0,128,18,98,12,15.5,-1.067,-136.56,8.74,-3.36,-1.093,0.61,-189.06,-0.72
First-1,3.5,11.0,3.14,128,16,100,12,13.8,-1.223,-156.56,8.95,-3.37,-1.249,0.56,-200.56,-0.78
First-1,3.5,11.5,3.29,128,16,100,12,13.8,-1.161,-148.56,9.31,-3.37,-1.187,0.58,-194.56,-0.76
First-1,3.5,12.0,3.43,128,16,100,12,13.8,-1.098,-140.56,9.67,-3.37,-1.124,0.6,-188.56,-0.75
First-1,3.5,12.5,3.57,128,15,101,12,12.9,-1.161,-148.56,9.92,-3.37,-1.187,0.58,-198.56,-0.75
First-1,3.5,13.0,3.71,128,15,101,12,12.9,-1.102,-141.06,10.28,-3.37,-1.128,0.6,-193.06,-0.73
First-1,3.5,13.5,3.86,128,15,101,12,12.9,-1.043,-133.56,10.64,-3.37,-1.07,0.63,-187.61,-0.71
First-1,3.5,14.0,4.0,128,13,102,13,11.3,-1.205,-154.18,10.31,-3.37,-1.231,0.57,-210.18,-0.73
First-1,3.5,14.5,4.14,128,13,102,13,11.3,-1.154,-147.68,10.64,-3.37,-1.18,0.59,-207.18,-0.71
First-1,3.5,15.0,4.29,128,12,103,13,10.4,-1.248,-159.68,10.75,-3.37,-1.274,0.56,-222.68,-0.72
First-1,3.75,4.0,1.07,128,64,61,3,51.2,0.206,26.32,3.94,-3.71,0.177,1.11,-88.5,0.3
First-1,3.75,4.5,1.2,128,58,66,4,46.8,0.112,14.3,4.38,-3.71,0.083,1.06,-102.0,0.14
First-1,3.75,5.0,1.33,128,56,68,4,45.2,0.202,25.8,4.86,-3.71,0.173,1.1,-100.0,0.26
First-1,3.75,5.5,1.47,128,48,75,5,39.0,-0.109,-13.89,5.26,-3.71,-0.138,0.95,-118.5,-0.12
First-1,3.75,6.0,1.6,128,44,79,5,35.8,-0.226,-28.89,5.71,-3.72,-0.255,0.9,-146.25,-0.2
First-1,3.75,6.5,1.73,128,42,81,5,34.1,-0.214,-27.39,6.16,-3.72,-0.243,0.91,-150.0,-0.18
First-1,3.75,7.0,1.87,128,39,83,6,32.0,-0.259,-33.09,6.49,-3.72,-0.288,0.89,-150.0,-0.22
First-1,3.75,7.5,2.0,128,38,84,6,31.1,-0.194,-24.84,6.93,-3.72,-0.223,0.92,-150.0,-0.17
First-1,3.75,8.0,2.13,128,36,86,6,29.5,-0.229,-29.34,7.35,-3.72,-0.258,0.91,-150.0,-0.2
First-1,3.75,8.5,2.27,128,31,88,9,26.1,-0.497,-63.6,7.7,-3.62,-0.525,0.81,-158.35,-0.4
First-1,3.75,9.0,2.4,128,27,91,10,22.9,-0.746,-95.5,8.04,-3.59,-0.774,0.72,-172.75,-0.55
First-1,3.75,9.5,2.53,128,26,92,10,22.0,-0.744,-95.25,8.44,-3.59,-0.772,0.73,-166.25,-0.57
First-1,3.75,10.0,2.67,128,24,94,10,20.3,-0.857,-109.75,8.79,-3.59,-0.886,0.69,-187.25,-0.59
First-1,3.75,10.5,2.8,128,18,98,12,15.5,-1.258,-161.06,8.74,-3.6,-1.286,0.57,-209.81,-0.77
First-1,3.75,11.0,2.93,128,16,100,12,13.8,-1.418,-181.56,8.95,-3.6,-1.447,0.52,-225.56,-0.8
First-1,3.75,11.5,3.07,128,16,100,12,13.8,-1.356,-173.56,9.31,-3.6,-1.384,0.54,-219.56,-0.79
First-1,3.75,12.0,3.2,128,16,100,12,13.8,-1.293,-165.56,9.67,-3.6,-1.322,0.56,-213.56,-0.78
First-1,3.75,12.5,3.33,128,15,101,12,12.9,-1.358,-173.81,9.92,-3.61,-1.386,0.55,-223.81,-0.78
First-1,3.75,13.0,3.47,128,15,101,12,12.9,-1.299,-166.31,10.28,-3.61,-1.327,0.56,-218.31,-0.76
First-1,3.75,13.5,3.6,128,15,101,12,12.9,-1.241,-158.81,10.64,-3.61,-1.269,0.58,-212.81,-0.75
First-1,3.75,14.0,3.73,128,13,102,13,11.3,-1.404,-179.68,10.31,-3.61,-1.432,0.53,-235.68,-0.76
First-1,3.75,14.5,3.87,128,13,102,13,11.3,-1.353,-173.18,10.64,-3.61,-1.381,0.55,-231.18,-0.75
First-1,3.75,15.0,4.0,128,12,103,13,10.4,-1.449,-185.43,10.75,-3.61,-1.477,0.52,-245.43,-0.76
First-1,4.0,4.5,1.12,128,60,63,5,48.8,0.123,15.72,4.38,-3.94,0.092,1.06,-110.0,0.14
First-1,4.0,5.0,1.25,128,58,65,5,47.2,0.217,27.72,4.86,-3.94,0.186,1.1,-108.0,0.26
First-1,4.0,5.5,1.38,128,50,72,6,41.0,-0.099,-12.72,5.27,-3.95,-0.13,0.96,-127.5,-0.1
First-1,4.0,6.0,1.5,128,46,76,6,37.7,-0.217,-27.72,5.72,-3.95,-0.247,0.91,-156.0,-0.18
First-1,4.0,6.5,1.62,128,44,78,6,36.1,-0.201,-25.72,6.18,-3.95,-0.232,0.92,-160.0,-0.16
First-1,4.0,7.0,1.75,128,41,80,7,33.9,-0.242,-30.92,6.51,-3.95,-0.272,0.9,-160.0,-0.19
First-1,4.0,7.5,1.88,128,40,81,7,33.1,-0.171,-21.92,6.96,-3.95,-0.202,0.93,-160.0,-0.14
First-1,4.0,8.0,2.0,128,38,83,7,31.4,-0.202,-25.92,7.38,-3.95,-0.233,0.92,-160.0,-0.16
First-1,4.0,8.5,2.12,128,31,86,11,26.5,-0.589,-75.39,7.64,-3.85,-0.619,0.78,-170.46,-0.44
First-1,4.0,9.0,2.25,128,27,89,12,23.3,-0.844,-108.04,7.95,-3.82,-0.874,0.7,-186.61,-0.58
First-1,4.0,9.5,2.38,128,26,90,12,22.4,-0.844,-108.04,8.34,-3.82,-0.874,0.71,-181.61,-0.59
First-1,4.0,10.0,2.5,128,24,92,12,20.7,-0.961,-123.04,8.67,-3.82,-0.991,0.67,-204.61,-0.6
First-1,4.0,10.5,2.62,128,19,95,14,16.7,-1.257,-160.85,8.68,-3.83,-1.287,0.58,-215.11,-0.75
First-1,4.0,11.0,2.75,128,17,97,14,14.9,-1.417,-181.35,8.88,-3.83,-1.447,0.54,-228.61,-0.79
First-1,4.0,11.5,2.88,128,17,97,14,14.9,-1.35,-172.85,9.23,-3.83,-1.38,0.56,-222.61,-0.78
First-1,4.0,12.0,3.0,128,17,97,14,14.9,-1.284,-164.35,9.59,-3.83,-1.314,0.58,-216.61,-0.76
First-1,4.0,12.5,3.12,128,16,98,14,14.0,-1.346,-172.35,9.83,-3.83,-1.376,0.57,-227.11,-0.76
First-1,4.0,13.0,3.25,128,16,98,14,14.0,-1.284,-164.35,10.18,-3.83,-1.314,0.59,-221.61,-0.74
First-1,4.0,13.5,3.38,128,16,98,14,14.0,-1.221,-156.35,10.53,-3.83,-1.251,0.61,-216.11,-0.72
First-1,4.0,14.0,3.5,128,14,99,15,12.4,-1.383,-176.97,10.25,-3.83,-1.413,0.56,-234.54,-0.75
First-1,4.0,14.5,3.62,128,14,99,15,12.4,-1.328,-169.97,10.57,-3.83,-1.358,0.58,-230.04,-0.74
First-1,4.0,15.0,3.75,128,13,100,15,11.5,-1.422,-181.97,10.69,-3.83,-1.452,0.55,-246.54,-0.74
First-1,4.25,4.5,1.06,128,60,62,6,49.2,0.007,0.87,4.38,-4.17,-0.026,1.0,-118.0,0.01
First-1,4.25,5.0,1.18,128,59,63,6,48.4,0.169,21.62,4.87,-4.17,0.136,1.08,-116.0,0.19
First-1,4.25,5.5,1.29,128,51,70,7,42.1,-0.157,-20.07,5.28,-4.18,-0.189,0.93,-136.5,-0.15
First-1,4.25,6.0,1.41,128,48,73,7,39.7,-0.198,-25.32,5.73,-4.18,-0.23,0.92,-165.75,-0.15
First-1,4.25,6.5,1.53,128,46,75,7,38.0,-0.178,-22.82,6.19,-4.18,-0.211,0.93,-170.0,-0.13
First-1,4.25,7.0,1.65,128,43,77,8,35.8,-0.215,-27.52,6.54,-4.18,-0.248,0.92,-170.0,-0.16
First-1,4.25,7.5,1.76,128,42,78,8,35.0,-0.139,-17.77,6.98,-4.18,-0.172,0.95,-170.0,-0.1
First-1,4.25,8.0,1.88,128,40,80,8,33.3,-0.166,-21.27,7.41,-4.19,-0.199,0.94,-170.0,-0.13
First-1,4.25,8.5,2.0,128,33,83,12,28.4,-0.551,-70.49,7.68,-4.07,-0.583,0.81,-187.46,-0.38
First-1,4.25,9.0,2.12,128,29,86,13,25.2,-0.804,-102.89,8.01,-4.04,-0.835,0.73,-203.86,-0.5
First-1,4.25,9.5,2.24,128,28,87,13,24.3,-0.798,-102.14,8.41,-4.04,-0.83,0.73,-198.86,-0.51
First-1,4.25,10.0,2.35,128,26,89,13,22.6,-0.911,-116.64,8.76,-4.04,-0.943,0.7,-222.36,-0.52
First-1,4.25,10.5,2.47,128,21,92,15,18.6,-1.205,-154.2,8.81,-4.05,-1.236,0.62,-233.42,-0.66
First-1,4.25,11.0,2.59,128,19,94,15,16.8,-1.361,-174.2,9.04,-4.05,-1.393,0.57,-229.61,-0.76
First-1,4.25,11.5,2.71,128,19,94,15,16.8,-1.287,-164.7,9.41,-4.05,-1.318,0.6,-226.11,-0.73
First-1,4.25,12.0,2.82,128,19,94,15,16.8,-1.212,-155.2,9.77,-4.05,-1.244,0.62,-222.61,-0.7
First-1,4.25,12.5,2.94,128,18,95,15,15.9,-1.269,-162.45,10.05,-4.05,-1.301,0.61,-235.86,-0.69
First-1,4.25,13.0,3.06,128,18,95,15,15.9,-1.199,-153.45,10.41,-4.05,-1.231,0.63,-232.86,-0.66
First-1,4.25,13.5,3.18,128,18,95,15,15.9,-1.129,-144.45,10.77,-4.05,-1.16,0.65,-229.86,-0.63
First-1,4.25,14.0,3.29,128,16,96,16,14.3,-1.284,-164.32,10.56,-4.06,-1.315,0.61,-252.54,-0.65
First-1,4.25,14.5,3.41,128,16,96,16,14.3,-1.221,-156.32,10.9,-4.06,-1.253,0.63,-250.04,-0.63
First-1,4.25,15.0,3.53,128,15,97,16,13.4,-1.309,-167.57,11.07,-4.06,-1.341,0.6,-266.79,-0.63
First-1,4.5,5.0,1.11,128,59,63,6,48.4,0.046,5.87,4.87,-4.41,0.011,1.02,-124.0,0.05
First-1,4.5,5.5,1.22,128,51,70,7,42.1,-0.294,-37.57,5.28,-4.42,-0.328,0.88,-145.5,-0.26
First-1,4.5,6.0,1.33,128,48,73,7,39.7,-0.34,-43.57,5.73,-4.42,-0.375,0.87,-175.5,-0.25
First-1,4.5,6.5,1.44,128,46,75,7,38.0,-0.325,-41.57,6.19,-4.42,-0.359,0.88,-180.0,-0.23
First-1,4.5,7.0,1.56,128,43,77,8,35.8,-0.365,-46.77,6.54,-4.42,-0.4,0.87,-180.0,-0.26
First-1,4.5,7.5,1.67,128,42,78,8,35.0,-0.291,-37.27,6.98,-4.42,-0.326,0.9,-180.0,-0.21
First-1,4.5,8.0,1.78,128,40,80,8,33.3,-0.322,-41.27,7.41,-4.43,-0.357,0.89,-180.0,-0.23
First-1,4.5,8.5,1.89,128,33,83,12,28.4,-0.713,-91.24,7.68,-4.31,-0.746,0.76,-205.96,-0.44
First-1,4.5,9.0,2.0,128,29,86,13,25.2,-0.972,-124.39,8.01,-4.27,-1.005,0.69,-221.11,-0.56
First-1,4.5,9.5,2.11,128,28,87,13,24.3,-0.968,-123.89,8.41,-4.27,-1.001,0.69,-216.11,-0.57
First-1,4.5,10.0,2.22,128,26,89,13,22.6,-1.085,-138.89,8.76,-4.27,-1.118,0.66,-240.11,-0.58
First-1,4.5,10.5,2.33,128,21,92,15,18.6,-1.384,-177.2,8.81,-4.28,-1.418,0.58,-252.92,-0.7
First-1,4.5,11.0,2.44,128,21,92,15,18.6,-1.302,-166.7,9.18,-4.28,-1.336,0.61,-248.92,-0.67
First-1,4.5,11.5,2.56,128,21,92,15,18.6,-1.22,-156.2,9.56,-4.28,-1.254,0.63,-244.92,-0.64
First-1,4.5,12.0,2.67,128,19,94,15,16.8,-1.396,-178.7,9.77,-4.29,-1.43,0.59,-240.92,-0.74
First-1,4.5,12.5,2.78,128,18,95,15,15.9,-1.455,-186.2,10.05,-4.29,-1.488,0.57,-254.11,-0.73
First-1,4.5,13.0,2.89,128,18,95,15,15.9,-1.384,-177.2,10.41,-4.29,-1.418,0.59,-251.11,-0.71
First-1,4.5,13.5,3.0,128,18,95,15,15.9,-1.314,-168.2,10.77,-4.29,-1.348,0.62,-248.11,-0.68
First-1,4.5,14.0,3.11,128,16,96,16,14.3,-1.471,-188.32,10.56,-4.29,-1.505,0.57,-272.54,-0.69
First-1,4.5,14.5,3.22,128,16,96,16,14.3,-1.409,-180.32,10.9,-4.29,-1.442,0.59,-270.04,-0.67
First-1,4.5,15.0,3.33,128,15,97,16,13.4,-1.499,-191.82,11.07,-4.29,-1.532,0.57,-287.04,-0.67
First-1,4.75,5.0,1.05,128,61,61,6,50.0,0.075,9.62,4.87,-4.64,0.039,1.03,-122.25,0.08
First-1,4.75,5.5,1.16,128,52,69,7,43.0,-0.35,-44.82,5.28,-4.66,-0.387,0.87,-154.5,-0.29
First-1,4.75,6.0,1.26,128,49,72,7,40.5,-0.399,-51.07,5.74,-4.66,-0.435,0.85,-185.25,-0.28
First-1,4.75,6.5,1.37,128,47,74,7,38.8,-0.383,-49.07,6.2,-4.66,-0.42,0.86,-190.0,-0.26
First-1,4.75,7.0,1.47,128,44,76,8,36.7,-0.424,-54.27,6.54,-4.66,-0.46,0.85,-190.0,-0.29
First-1,4.75,7.5,1.58,128,42,78,8,35.0,-0.444,-56.77,6.98,-4.67,-0.48,0.85,-190.0,-0.3
First-1,4.75,8.0,1.68,128,40,80,8,33.3,-0.479,-61.27,7.41,-4.67,-0.515,0.84,-193.75,-0.32
First-1,4.75,8.5,1.79,128,33,83,12,28.4,-0.875,-111.99,7.68,-4.54,-0.91,0.72,-224.46,-0.5
First-1,4.75,9.0,1.89,128,29,86,13,25.2,-1.14,-145.89,8.01,-4.5,-1.175,0.65,-239.86,-0.61
First-1,4.75,9.5,2.0,128,28,87,13,24.3,-1.138,-145.64,8.41,-4.5,-1.173,0.66,-233.36,-0.62
First-1,4.75,10.0,2.11,128,26,89,13,22.6,-1.259,-161.14,8.76,-4.51,-1.294,0.63,-257.86,-0.62
First-1,4.75,10.5,2.21,128,21,92,15,18.6,-1.564,-200.2,8.81,-4.51,-1.599,0.55,-272.42,-0.73
First-1,4.75,11.0,2.32,128,21,92,15,18.6,-1.482,-189.7,9.18,-4.51,-1.517,0.58,-268.42,-0.71
First-1,4.75,11.5,2.42,128,21,92,15,18.6,-1.4,-179.2,9.56,-4.51,-1.435,0.6,-264.42,-0.68
First-1,4.75,12.0,2.53,128,19,94,15,16.8,-1.58,-202.2,9.77,-4.52,-1.615,0.56,-260.42,-0.78
First-1,4.75,12.5,2.63,128,18,95,15,15.9,-1.64,-209.95,10.05,-4.52,-1.676,0.54,-273.67,-0.77
First-1,4.75,13.0,2.74,128,18,95,15,15.9,-1.57,-200.95,10.41,-4.52,-1.605,0.56,-270.17,-0.74
First-1,4.75,13.5,2.84,128,18,95,15,15.9,-1.5,-191.95,10.77,-4.52,-1.535,0.58,-266.67,-0.72
First-1,4.75,14.0,2.95,128,16,96,16,14.3,-1.659,-212.32,10.56,-4.52,-1.694,0.54,-292.54,-0.73
First-1,4.75,14.5,3.05,128,16,96,16,14.3,-1.596,-204.32,10.9,-4.52,-1.632,0.56,-290.04,-0.7
First-1,4.75,15.0,3.16,128,15,97,16,13.4,-1.688,-216.07,11.07,-4.52,-1.723,0.54,-307.29,-0.7
First-1,5.0,5.5,1.1,128,54,66,8,45.0,-0.302,-38.69,5.29,-4.86,-0.34,0.89,-163.5,-0.24
First-1,5.0,6.0,1.2,128,51,69,8,42.5,-0.349,-44.69,5.75,-4.86,-0.387,0.87,-195.0,-0.23
First-1,5.0,6.5,1.3,128,49,70,9,41.2,-0.317,-40.53,6.21,-4.85,-0.354,0.89,-200.0,-0.2
First-1,5.0,7.0,1.4,128,46,72,10,39.0,-0.353,-45.23,6.56,-4.85,-0.391,0.88,-200.0,-0.23
First-1,5.0,7.5,1.5,128,44,74,10,37.3,-0.369,-47.23,7.0,-4.85,-0.407,0.88,-200.0,-0.24
First-1,5.0,8.0,1.6,128,42,76,10,35.6,-0.4,-51.23,7.44,-4.86,-0.438,0.87,-200.0,-0.26
First-1,5.0,8.5,1.7,128,35,79,14,30.7,-0.795,-101.7,7.72,-4.72,-0.831,0.75,-211.92,-0.48
First-1,5.0,9.0,1.8,128,31,82,15,27.4,-1.057,-135.35,8.07,-4.68,-1.094,0.68,-227.61,-0.59
First-1,5.0,9.5,1.9,128,30,83,15,26.5,-1.05,-134.35,8.47,-4.68,-1.086,0.69,-221.61,-0.61
First-1,5.0,10.0,2.0,128,28,85,15,24.8,-1.167,-149.35,8.83,-4.69,-1.203,0.66,-245.61,-0.61
First-1,5.0,10.5,2.1,128,23,88,17,20.7,-1.47,-188.16,8.92,-4.7,-1.507,0.59,-259.88,-0.72
First-1,5.0,11.0,2.2,128,23,88,17,20.7,-1.38,-176.66,9.3,-4.7,-1.417,0.61,-257.88,-0.69
First-1,5.0,11.5,2.3,128,23,88,17,20.7,-1.29,-165.16,9.69,-4.7,-1.327,0.64,-256.11,-0.64
First-1,5.0,12.0,2.4,128,21,90,17,18.9,-1.466,-187.66,9.93,-4.7,-1.503,0.6,-254.61,-0.74
First-1,5.0,12.5,2.5,128,20,91,17,18.0,-1.521,-194.66,10.23,-4.71,-1.558,0.59,-270.61,-0.72
First-1,5.0,13.0,2.6,128,19,92,17,17.1,-1.583,-202.66,10.51,-4.71,-1.62,0.57,-269.61,-0.75
First-1,5.0,13.5,2.7,128,19,92,17,17.1,-1.509,-193.16,10.87,-4.71,-1.546,0.59,-268.61,-0.72
First-1,5.0,14.0,2.8,128,17,93,18,15.5,-1.666,-213.28,10.7,-4.71,-1.703,0.56,-289.5,-0.74
First-1,5.0,14.5,2.9,128,17,93,18,15.5,-1.6,-204.78,11.04,-4.71,-1.637,0.57,-286.5,-0.71
First-1,5.0,15.0,3.0,128,16,94,18,14.5,-1.69,-216.28,11.23,-4.72,-1.727,0.55,-303.5,-0.71
First-1,5.25,5.5,1.05,128,54,66,8,45.0,-0.431,-55.19,5.29,-5.09,-0.471,0.85,-172.5,-0.32
First-1,5.25,6.0,1.14,128,51,69,8,42.5,-0.484,-61.94,5.75,-5.1,-0.524,0.83,-204.75,-0.3
First-1,5.25,6.5,1.24,128,49,70,9,41.2,-0.453,-58.03,6.21,-5.08,-0.493,0.85,-210.0,-0.28
First-1,5.25,7.0,1.33,128,46,72,10,39.0,-0.494,-63.23,6.56,-5.08,-0.534,0.84,-210.0,-0.3
First-1,5.25,7.5,1.43,128,44,74,10,37.3,-0.514,-65.73,7.0,-5.09,-0.553,0.84,-210.0,-0.31
First-1,5.25,8.0,1.52,128,42,76,10,35.6,-0.549,-70.23,7.44,-5.09,-0.588,0.83,-210.0,-0.33
First-1,5.25,8.5,1.62,128,35,79,14,30.7,-0.949,-121.45,7.72,-4.95,-0.987,0.72,-229.42,-0.53
First-1,5.25,9.0,1.71,128,31,82,15,27.4,-1.218,-155.85,8.07,-4.9,-1.256,0.65,-244.36,-0.64
First-1,5.25,9.5,1.81,128,30,83,15,26.5,-1.212,-155.1,8.47,-4.91,-1.25,0.66,-238.36,-0.65
First-1,5.25,10.0,1.9,128,29,84,15,25.7,-1.214,-155.35,8.87,-4.91,-1.252,0.66,-247.61,-0.63
First-1,5.25,10.5,2.0,128,24,87,17,21.6,-1.519,-194.41,8.97,-4.92,-1.557,0.59,-259.63,-0.75
First-1,5.25,11.0,2.1,128,24,87,17,21.6,-1.425,-182.41,9.36,-4.92,-1.464,0.61,-257.13,-0.71
First-1,5.25,11.5,2.19,128,24,87,17,21.6,-1.331,-170.41,9.75,-4.92,-1.37,0.64,-254.63,-0.67
First-1,5.25,12.0,2.29,128,22,89,17,19.8,-1.507,-192.91,10.0,-4.93,-1.546,0.6,-252.13,-0.77
First-1,5.25,12.5,2.38,128,21,90,17,18.9,-1.56,-199.66,10.31,-4.93,-1.598,0.59,-267.61,-0.75
First-1,5.25,13.0,2.48,128,20,91,17,18.0,-1.62,-207.41,10.6,-4.94,-1.659,0.58,-269.61,-0.77
First-1,5.25,13.5,2.57,128,20,91,17,18.0,-1.542,-197.41,10.97,-4.94,-1.581,0.6,-265.36,-0.74
First-1,5.25,14.0,2.67,128,18,92,18,16.4,-1.698,-217.28,10.83,-4.94,-1.736,0.56,-289.5,-0.75
First-1,5.25,14.5,2.76,128,17,93,18,15.5,-1.781,-228.03,11.04,-4.94,-1.82,0.55,-305.75,-0.75
First-1,5.25,15.0,2.86,128,16,94,18,14.5,-1.873,-239.78,11.23,-4.94,-1.912,0.53,-323.0,-0.74
First-1,5.5,6.0,1.09,128,52,68,8,43.3,-0.529,-67.69,5.75,-5.33,-0.57,0.82,-214.5,-0.32
First-1,5.5,6.5,1.18,128,50,69,9,42.0,-0.496,-63.53,6.21,-5.31,-0.538,0.84,-220.5,-0.29
First-1,5.5,7.0,1.27,128,47,71,10,39.8,-0.537,-68.73,6.57,-5.31,-0.578,0.83,-220.0,-0.31
First-1,5.5,7.5,1.36,128,45,73,10,38.1,-0.556,-71.23,7.01,-5.32,-0.598,0.83,-220.0,-0.32
First-1,5.5,8.0,1.45,128,43,75,10,36.4,-0.592,-75.73,7.45,-5.32,-0.633,0.82,-220.0,-0.34
First-1,5.5,8.5,1.55,128,36,78,14,31.6,-0.994,-127.2,7.74,-5.17,-1.034,0.71,-246.92,-0.52
First-1,5.5,9.0,1.64,128,32,81,15,28.3,-1.264,-161.85,8.09,-5.13,-1.304,0.65,-262.07,-0.62
First-1,5.5,9.5,1.73,128,31,82,15,27.4,-1.257,-160.85,8.5,-5.13,-1.297,0.66,-255.11,-0.63
